video_path,ground_truth_label,Score_glm-4.6,Score_Moonshot-Kimi-K2-Instruct,Score_Qwen3-Max,Mean_Score,Std_Dev,Stability_Score,Model,FPS,Is_Dynamic,Score_qwen3-max
videos/session_0015_boxing.mp4,boxing,0.6,0.75,0.9,0.75,0.15000000000000002,0.85,Qwen3-VL-30B,3fps,True,
videos/session_0016_shakehead.mp4,shakehead,0.2,0.0,0.0,0.06666666666666667,0.11547005383792518,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0017_answerphone.mp4,answerphone,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0018_eat.mp4,eat,0.8,0.6,0.3,0.5666666666666667,0.2516611478423584,0.7483388521576416,Qwen3-VL-30B,3fps,False,
videos/session_0019_drink.mp4,drink,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0020_wipeface.mp4,wipeface,0.9,0.9,0.9,0.9,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0021_pickup.mp4,pickup,0.8,0.85,0.9,0.85,0.04999999999999999,0.95,Qwen3-VL-30B,3fps,False,
videos/session_0022_jumprope.mp4,jumprope,0.2,0.2,0.0,0.13333333333333333,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,True,
videos/session_0023_moppingfloor.mp4,moppingfloor,0.8,0.9,0.9,0.8666666666666667,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0024_brushhair.mp4,brushhair,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0025_bicepcurl.mp4,bicepcurl,0.2,0.0,0.1,0.10000000000000002,0.1,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0026_playphone.mp4,playphone,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0027_brushteeth.mp4,brushteeth,0.2,0.2,0.0,0.13333333333333333,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0028_type.mp4,type,0.2,0.9,1.0,0.7000000000000001,0.43588989435406733,0.5641101056459327,Qwen3-VL-30B,3fps,False,
videos/session_0029_thumbup.mp4,thumbup,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0030_thumbdown.mp4,thumbdown,0.2,0.2,0.2,0.20000000000000004,3.3993498887762956e-17,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0031_makeoksign.mp4,makeoksign,0.2,0.0,0.3,0.16666666666666666,0.15275252316519466,0.8472474768348053,Qwen3-VL-30B,3fps,False,
videos/session_0032_makevictorysign.mp4,makevictorysign,1.0,1.0,0.9,0.9666666666666667,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0033_drawcircleclockwise.mp4,drawcircleclockwise,0.6,0.2,0.3,0.3666666666666667,0.20816659994661324,0.7918334000533868,Qwen3-VL-30B,3fps,True,
videos/session_0034_drawcirclecounterclockwise.mp4,drawcirclecounterclockwise,0.5,0.2,0.2,0.3,0.17320508075688773,0.8267949192431123,Qwen3-VL-30B,3fps,True,
videos/session_0035_stopsign.mp4,stopsign,0.0,0.0,0.0,0.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0036_pullhandin.mp4,pullhandin,0.2,0.3,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0037_pushhandaway.mp4,pushhandaway,0.6,0.7,0.3,0.5333333333333333,0.20816659994661327,0.7918334000533868,Qwen3-VL-30B,3fps,False,
videos/session_0038_handwave.mp4,handwave,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0039_sweep.mp4,sweep,0.2,0.2,0.1,0.16666666666666666,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0040_clap.mp4,clap,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0041_slide.mp4,slide,0.2,0.1,0.1,0.13333333333333333,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0042_drawzigzag.mp4,drawzigzag,0.5,0.2,0.2,0.3,0.17320508075688773,0.8267949192431123,Qwen3-VL-30B,3fps,True,
videos/session_0043_dodge.mp4,dodge,0.1,0.1,0.1,0.10000000000000002,1.6996749443881478e-17,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0044_bowling.mp4,bowling,0.4,0.7,0.6,0.5666666666666668,0.15275252316519464,0.8472474768348054,Qwen3-VL-30B,3fps,False,
videos/session_0045_liftupahand.mp4,liftupahand,0.9,0.9,0.9,0.9,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0046_tap.mp4,tap,0.4,0.2,0.2,0.26666666666666666,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0047_spreadandpinch.mp4,spreadandpinch,0.2,0.0,0.2,0.13333333333333333,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0048_drawtriangle.mp4,drawtriangle,0.5,0.2,0.2,0.3,0.17320508075688773,0.8267949192431123,Qwen3-VL-30B,3fps,False,
videos/session_0049_sneeze.mp4,sneeze,0.6,0.7,0.7,0.6666666666666666,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0050_cough.mp4,cough,0.2,0.0,0.1,0.10000000000000002,0.1,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0051_stagger.mp4,stagger,0.4,0.4,0.3,0.3666666666666667,0.057735026918962595,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0052_yawn.mp4,yawn,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0053_blownose.mp4,blownose,0.0,0.0,0.0,0.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0054_stretchoneself.mp4,stretchoneself,1.0,0.9,0.9,0.9333333333333332,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0055_touchface.mp4,touchface,0.2,0.3,0.1,0.19999999999999998,0.09999999999999999,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0056_handshake.mp4,handshake,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0057_hug.mp4,hug,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0058_pushsomeone.mp4,pushsomeone,0.5,0.2,0.2,0.3,0.17320508075688773,0.8267949192431123,Qwen3-VL-30B,3fps,False,
videos/session_0059_kicksomeone.mp4,kicksomeone,0.3,0.3,0.2,0.26666666666666666,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0060_punchsomeone.mp4,punchsomeone,0.6,0.75,0.3,0.55,0.22912878474779202,0.7708712152522079,Qwen3-VL-30B,3fps,True,
videos/session_0061_conversation.mp4,conversation,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0062_sit.mp4,sit,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0063_walk.mp4,walk,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0064_bow.mp4,bow,0.9,0.9,0.9,0.9,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0065_sleep.mp4,sleep,1.0,0.9,0.9,0.9333333333333332,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0066_dance.mp4,dance,0.7,0.7,0.6,0.6666666666666666,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0067_jog.mp4,jog,0.6,0.9,0.9,0.7999999999999999,0.17320508075688776,0.8267949192431122,Qwen3-VL-30B,3fps,True,
videos/session_0068_falldown.mp4,falldown,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,True,
videos/session_0069_jump.mp4,jump,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0070_jumpingjack.mp4,jumpingjack,0.3,0.7,0.6,0.5333333333333333,0.20816659994661327,0.7918334000533868,Qwen3-VL-30B,3fps,True,
videos/session_0071_squat.mp4,squat,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0072_lunge.mp4,lunge,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0073_turn.mp4,turn,0.2,0.2,0.2,0.20000000000000004,3.3993498887762956e-17,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0074_pushup.mp4,pushup,0.2,0.3,0.6,0.3666666666666667,0.20816659994661327,0.7918334000533868,Qwen3-VL-30B,3fps,False,
videos/session_0075_legraise.mp4,legraise,0.2,0.1,0.0,0.10000000000000002,0.1,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0076_airdrum.mp4,airdrum,0.2,0.7,0.2,0.36666666666666664,0.28867513459481287,0.7113248654051871,Qwen3-VL-30B,3fps,False,
videos/session_0077_boxing.mp4,boxing,0.9,0.9,1.0,0.9333333333333332,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0078_shakehead.mp4,shakehead,0.2,0.1,0.0,0.10000000000000002,0.1,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0079_answerphone.mp4,answerphone,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0080_eat.mp4,eat,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0081_drink.mp4,drink,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0082_wipeface.mp4,wipeface,1.0,0.9,0.6,0.8333333333333334,0.20816659994661327,0.7918334000533868,Qwen3-VL-30B,3fps,False,
videos/session_0083_pickup.mp4,pickup,0.8,0.85,0.9,0.85,0.04999999999999999,0.95,Qwen3-VL-30B,3fps,False,
videos/session_0084_jumprope.mp4,jumprope,0.8,0.75,0.3,0.6166666666666667,0.2753785273643051,0.7246214726356949,Qwen3-VL-30B,3fps,True,
videos/session_0085_moppingfloor.mp4,moppingfloor,0.6,0.6,0.6,0.6,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0086_brushhair.mp4,brushhair,0.2,0.1,0.1,0.13333333333333333,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0087_bicepcurl.mp4,bicepcurl,0.2,0.2,0.1,0.16666666666666666,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0088_playphone.mp4,playphone,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0089_brushteeth.mp4,brushteeth,0.2,0.2,0.1,0.16666666666666666,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0090_type.mp4,type,0.2,0.0,0.0,0.06666666666666667,0.11547005383792518,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0091_thumbup.mp4,thumbup,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0092_thumbdown.mp4,thumbdown,0.1,0.2,0.1,0.13333333333333333,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0093_makeoksign.mp4,makeoksign,0.2,0.0,0.2,0.13333333333333333,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0094_makevictorysign.mp4,makevictorysign,0.2,0.2,0.2,0.20000000000000004,3.3993498887762956e-17,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0095_drawcircleclockwise.mp4,drawcircleclockwise,0.5,0.0,0.2,0.2333333333333333,0.2516611478423584,0.7483388521576416,Qwen3-VL-30B,3fps,True,
videos/session_0096_drawcirclecounterclockwise.mp4,drawcirclecounterclockwise,0.2,0.0,0.2,0.13333333333333333,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,True,
videos/session_0097_stopsign.mp4,stopsign,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0098_pullhandin.mp4,pullhandin,0.7,0.3,0.6,0.5333333333333333,0.20816659994661327,0.7918334000533868,Qwen3-VL-30B,3fps,False,
videos/session_0099_pushhandaway.mp4,pushhandaway,0.5,0.3,0.2,0.3333333333333333,0.15275252316519466,0.8472474768348053,Qwen3-VL-30B,3fps,False,
videos/session_0100_handwave.mp4,handwave,0.2,0.3,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0101_sweep.mp4,sweep,0.2,0.2,0.1,0.16666666666666666,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0102_clap.mp4,clap,0.3,0.3,0.3,0.3,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0103_slide.mp4,slide,0.2,0.0,0.0,0.06666666666666667,0.11547005383792518,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0104_drawzigzag.mp4,drawzigzag,0.2,0.1,0.2,0.16666666666666666,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0105_dodge.mp4,dodge,0.4,0.2,0.6,0.4000000000000001,0.19999999999999998,0.8,Qwen3-VL-30B,3fps,False,
videos/session_0106_bowling.mp4,bowling,0.1,0.0,0.1,0.06666666666666667,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0107_liftupahand.mp4,liftupahand,0.8,0.9,0.9,0.8666666666666667,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0108_tap.mp4,tap,0.2,0.3,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0109_spreadandpinch.mp4,spreadandpinch,0.3,0.2,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0110_drawtriangle.mp4,drawtriangle,0.0,0.0,0.0,0.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0111_sneeze.mp4,sneeze,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0112_cough.mp4,cough,0.0,0.0,0.1,0.03333333333333333,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0113_stagger.mp4,stagger,0.3,0.3,0.3,0.3,0.0,1.0,Qwen3-VL-30B,3fps,True,
videos/session_0114_yawn.mp4,yawn,0.0,0.0,0.0,0.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0115_blownose.mp4,blownose,0.3,0.4,0.3,0.3333333333333333,0.057735026918962595,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0116_stretchoneself.mp4,stretchoneself,0.1,0.0,0.1,0.06666666666666667,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0117_touchface.mp4,touchface,0.1,0.0,0.1,0.06666666666666667,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0118_handshake.mp4,handshake,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0119_hug.mp4,hug,0.2,0.2,0.2,0.20000000000000004,3.3993498887762956e-17,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0120_pushsomeone.mp4,pushsomeone,0.3,0.2,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0121_kicksomeone.mp4,kicksomeone,0.2,0.0,0.0,0.06666666666666667,0.11547005383792518,0.8845299461620748,Qwen3-VL-30B,3fps,True,
videos/session_0122_punchsomeone.mp4,punchsomeone,0.3,0.2,0.1,0.19999999999999998,0.09999999999999999,0.9,Qwen3-VL-30B,3fps,True,
videos/session_0123_conversation.mp4,conversation,0.9,1.0,1.0,0.9666666666666667,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0124_sit.mp4,sit,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0125_walk.mp4,walk,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0126_bow.mp4,bow,0.9,1.0,0.9,0.9333333333333332,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0127_sleep.mp4,sleep,1.0,0.9,0.9,0.9333333333333332,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0128_dance.mp4,dance,0.8,0.6,0.6,0.6666666666666666,0.11547005383792519,0.8845299461620748,Qwen3-VL-30B,3fps,True,
videos/session_0129_jog.mp4,jog,0.5,0.3,0.3,0.3666666666666667,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,True,
videos/session_0130_falldown.mp4,falldown,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,True,
videos/session_0131_jump.mp4,jump,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0132_jumpingjack.mp4,jumpingjack,0.2,0.1,0.1,0.13333333333333333,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0133_squat.mp4,squat,0.2,0.2,0.1,0.16666666666666666,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0134_lunge.mp4,lunge,0.3,0.2,0.1,0.19999999999999998,0.09999999999999999,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0135_turn.mp4,turn,0.2,0.2,0.2,0.20000000000000004,3.3993498887762956e-17,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0136_pushup.mp4,pushup,0.2,0.0,0.1,0.10000000000000002,0.1,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0137_legraise.mp4,legraise,0.2,0.2,0.1,0.16666666666666666,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0138_airdrum.mp4,airdrum,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0139_boxing.mp4,boxing,1.0,0.9,1.0,0.9666666666666667,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0140_shakehead.mp4,shakehead,0.7,0.4,0.3,0.46666666666666673,0.20816659994661324,0.7918334000533868,Qwen3-VL-30B,3fps,False,
videos/session_0141_answerphone.mp4,answerphone,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0142_eat.mp4,eat,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0143_drink.mp4,drink,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0144_wipeface.mp4,wipeface,0.9,0.9,0.9,0.9,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0145_pickup.mp4,pickup,0.6,0.85,0.9,0.7833333333333333,0.16072751268321595,0.839272487316784,Qwen3-VL-30B,3fps,False,
videos/session_0146_jumprope.mp4,jumprope,1.0,0.9,0.9,0.9333333333333332,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0147_moppingfloor.mp4,moppingfloor,0.9,0.9,0.9,0.9,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0148_brushhair.mp4,brushhair,0.6,0.75,0.6,0.65,0.08660254037844388,0.9133974596215562,Qwen3-VL-30B,3fps,False,
videos/session_0149_bicepcurl.mp4,bicepcurl,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0150_playphone.mp4,playphone,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0151_brushteeth.mp4,brushteeth,0.1,0.2,0.1,0.13333333333333333,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0152_type.mp4,type,0.2,0.0,0.0,0.06666666666666667,0.11547005383792518,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0153_thumbup.mp4,thumbup,0.3,0.3,0.2,0.26666666666666666,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0154_thumbdown.mp4,thumbdown,0.3,0.2,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0155_makeoksign.mp4,makeoksign,0.3,0.3,0.3,0.3,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0156_makevictorysign.mp4,makevictorysign,0.3,0.2,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0157_drawcircleclockwise.mp4,drawcircleclockwise,0.3,0.0,0.2,0.16666666666666666,0.15275252316519466,0.8472474768348053,Qwen3-VL-30B,3fps,True,
videos/session_0158_drawcirclecounterclockwise.mp4,drawcirclecounterclockwise,0.2,0.0,0.2,0.13333333333333333,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,True,
videos/session_0159_stopsign.mp4,stopsign,0.2,0.0,0.2,0.13333333333333333,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0160_pullhandin.mp4,pullhandin,0.3,0.2,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0161_pushhandaway.mp4,pushhandaway,0.4,0.3,0.2,0.3,0.1,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0162_handwave.mp4,handwave,0.9,0.9,0.9,0.9,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0163_sweep.mp4,sweep,0.3,0.25,0.3,0.2833333333333334,0.028867513459481284,0.9711324865405188,Qwen3-VL-30B,3fps,False,
videos/session_0164_clap.mp4,clap,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0165_slide.mp4,slide,0.2,0.1,0.1,0.13333333333333333,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0166_drawzigzag.mp4,drawzigzag,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0167_dodge.mp4,dodge,0.5,0.3,0.3,0.3666666666666667,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0168_bowling.mp4,bowling,0.4,0.2,0.6,0.4000000000000001,0.19999999999999998,0.8,Qwen3-VL-30B,3fps,False,
videos/session_0169_liftupahand.mp4,liftupahand,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0170_tap.mp4,tap,0.3,0.2,0.2,0.2333333333333333,0.05773502691896256,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0171_spreadandpinch.mp4,spreadandpinch,0.2,0.2,0.2,0.20000000000000004,3.3993498887762956e-17,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0172_drawtriangle.mp4,drawtriangle,0.5,0.3,0.2,0.3333333333333333,0.15275252316519466,0.8472474768348053,Qwen3-VL-30B,3fps,False,
videos/session_0173_sneeze.mp4,sneeze,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0174_cough.mp4,cough,0.2,0.0,0.1,0.10000000000000002,0.1,0.9,Qwen3-VL-30B,3fps,False,
videos/session_0175_stagger.mp4,stagger,0.4,0.4,0.3,0.3666666666666667,0.057735026918962595,0.9422649730810374,Qwen3-VL-30B,3fps,True,
videos/session_0176_yawn.mp4,yawn,0.2,0.0,0.0,0.06666666666666667,0.11547005383792518,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0177_blownose.mp4,blownose,0.1,0.0,0.0,0.03333333333333333,0.05773502691896259,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0178_stretchoneself.mp4,stretchoneself,1.0,0.9,0.9,0.9333333333333332,0.05773502691896257,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0179_touchface.mp4,touchface,0.0,0.2,0.2,0.13333333333333333,0.11547005383792516,0.8845299461620748,Qwen3-VL-30B,3fps,False,
videos/session_0180_handshake.mp4,handshake,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0181_hug.mp4,hug,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,False,
videos/session_0182_pushsomeone.mp4,pushsomeone,0.2,0.2,0.1,0.16666666666666666,0.05773502691896258,0.9422649730810374,Qwen3-VL-30B,3fps,False,
videos/session_0183_kicksomeone.mp4,kicksomeone,1.0,1.0,1.0,1.0,0.0,1.0,Qwen3-VL-30B,3fps,True,
videos/session_0184_punchsomeone.mp4,punchsomeone,0.3,0.1,0.1,0.16666666666666666,0.11547005383792514,0.8845299461620748,Qwen3-VL-30B,3fps,True,
